KN:Accuracy,83.26923076923077
KN:Precision,86.58785367780004
KN:Recall,83.26923076923077
KN:F1,83.64657571124823
-----------------,-----------------
DTree:Accuracy,97.50000000000001
DTree:Precision,97.66139676673353
DTree:Recall,97.50000000000001
DTree:F1,97.52108927988677
-----------------,-----------------
GaussianNB:Accuracy,89.03846153846155
GaussianNB:Precision,89.32171788111782
GaussianNB:Recall,89.03846153846155
GaussianNB:F1,89.01223328247274
-----------------,-----------------
SVC:Accuracy,69.23076923076923
SVC:Precision,71.11271723474644
SVC:Recall,69.23076923076923
SVC:F1,69.19309378713521
-----------------,-----------------
RandomForestClassifier:Accuracy,98.46153846153848
RandomForestClassifier:Precision,98.51978238087574
RandomForestClassifier:Recall,98.46153846153848
RandomForestClassifier:F1,98.46133082666225
-----------------,-----------------
BaggingClassifier:Accuracy,97.50000000000001
BaggingClassifier:Precision,97.64662045508223
BaggingClassifier:Recall,97.50000000000001
BaggingClassifier:F1,97.50721214939848
-----------------,-----------------
AdaBoostClassifier:Accuracy,91.92307692307692
AdaBoostClassifier:Precision,92.40218215279963
AdaBoostClassifier:Recall,91.92307692307692
AdaBoostClassifier:F1,91.95660627664672
-----------------,-----------------
GradientBoostingClassifier:Accuracy,97.5
GradientBoostingClassifier:Precision,97.59193814873814
GradientBoostingClassifier:Recall,97.5
GradientBoostingClassifier:F1,97.50434527886725
-----------------,-----------------
MLPClassifier:Accuracy,94.42307692307693
MLPClassifier:Precision,94.79193509721998
MLPClassifier:Recall,94.42307692307693
MLPClassifier:F1,94.42868152781378
-----------------,-----------------
LogisticRegression:Accuracy,92.3076923076923
LogisticRegression:Precision,92.68717864005659
LogisticRegression:Recall,92.3076923076923
LogisticRegression:F1,92.30388058385854
-----------------,-----------------
