KN:Accuracy,75.34210526315789
KN:Precision,59.16170360110802
KN:Recall,75.34210526315789
KN:F1,65.97527556002788
-----------------,-----------------
DTree:Accuracy,68.6842105263158
DTree:Precision,74.09734563681933
DTree:Recall,68.6842105263158
DTree:F1,70.49757781546319
-----------------,-----------------
GaussianNB:Accuracy,72.1842105263158
GaussianNB:Precision,75.38193822861004
GaussianNB:Recall,72.1842105263158
GaussianNB:F1,73.02280444298593
-----------------,-----------------
SVC:Accuracy,58.13157894736842
SVC:Precision,67.75222891143943
SVC:Recall,58.13157894736842
SVC:F1,61.03510292991624
-----------------,-----------------
RandomForestClassifier:Accuracy,80.84210526315789
RandomForestClassifier:Precision,79.56409438198179
RandomForestClassifier:Recall,80.84210526315789
RandomForestClassifier:F1,75.56794705122878
-----------------,-----------------
BaggingClassifier:Accuracy,80.8157894736842
BaggingClassifier:Precision,77.54947540419677
BaggingClassifier:Recall,80.8157894736842
BaggingClassifier:F1,77.16542339166872
-----------------,-----------------
AdaBoostClassifier:Accuracy,78.21052631578948
AdaBoostClassifier:Precision,78.42644908840728
AdaBoostClassifier:Recall,78.21052631578948
AdaBoostClassifier:F1,77.5181831178991
-----------------,-----------------
GradientBoostingClassifier:Accuracy,74.71052631578948
GradientBoostingClassifier:Precision,73.2890608875129
GradientBoostingClassifier:Recall,74.71052631578948
GradientBoostingClassifier:F1,72.68290180600965
-----------------,-----------------
MLPClassifier:Accuracy,78.68421052631578
MLPClassifier:Precision,79.09521536684849
MLPClassifier:Recall,78.68421052631578
MLPClassifier:F1,77.15289048280533
-----------------,-----------------
LogisticRegression:Accuracy,80.28947368421053
LogisticRegression:Precision,82.95315990768776
LogisticRegression:Recall,80.28947368421053
LogisticRegression:F1,79.45080173473636
-----------------,-----------------
