1 KN:Accuracy,54.999999999999986
1 KN:Precision,63.333333333333336
1 KN:Recall,54.999999999999986
1 KN:F1,56.11111111111111
-----------------,-----------------
2 DecisionTree:Accuracy,40.83333333333333
2 DecisionTree:Precision,44.166666666666664
2 DecisionTree:Recall,40.83333333333333
2 DecisionTree:F1,39.722222222222214
-----------------,-----------------
3 GaussianNB:Accuracy,35.0
3 GaussianNB:Precision,37.49999999999999
3 GaussianNB:Recall,35.0
3 GaussianNB:F1,33.6111111111111
-----------------,-----------------
4 SVC:Accuracy,0.0
4 SVC:Precision,0.0
4 SVC:Recall,0.0
4 SVC:F1,0.0
-----------------,-----------------
5  RandomFor:Accuracy,46.666666666666664
5  RandomFor:Precision,50.83333333333333
5  RandomFor:Recall,46.666666666666664
5  RandomFor:F1,46.11111111111111
-----------------,-----------------
6 BaggingClass:Accuracy,43.33333333333333
6 BaggingClass:Precision,48.333333333333336
6 BaggingClass:Recall,43.33333333333333
6 BaggingClass:F1,43.44444444444444
-----------------,-----------------
7 AdaBoost:Accuracy,45.83333333333333
7 AdaBoost:Precision,54.027777777777786
7 AdaBoost:Recall,45.83333333333333
7 AdaBoost:F1,46.55555555555556
-----------------,-----------------
8 GradientBoosting:Accuracy,39.999999999999986
8 GradientBoosting:Precision,41.66666666666666
8 GradientBoosting:Recall,39.999999999999986
8 GradientBoosting:F1,39.0
-----------------,-----------------
9 MLPClass:Accuracy,45.83333333333333
9 MLPClass:Precision,49.8611111111111
9 MLPClass:Recall,45.83333333333333
9 MLPClass:F1,45.27777777777777
-----------------,-----------------
10 LogisticReg:Accuracy,43.33333333333333
10 LogisticReg:Precision,46.1111111111111
10 LogisticReg:Recall,43.33333333333333
10 LogisticReg:F1,42.77777777777777
-----------------,-----------------
